age,job,marital,education,contact,month,day_of_week,duration,y
32,admin.,single,university.degree,telephone,jun,wed,174,no
26,technician,single,professional.course,telephone,jun,wed,605,no
34,admin.,married,high.school,telephone,jun,wed,638,yes
31,services,single,high.school,telephone,jun,wed,89,no
34,management,married,university.degree,telephone,jun,wed,121,no
31,services,single,high.school,telephone,jun,wed,216,no
26,blue-collar,single,basic.6y,telephone,jun,wed,83,no
42,blue-collar,married,basic.4y,telephone,jun,wed,317,no
26,management,single,basic.9y,telephone,jun,wed,184,no
27,self-employed,single,university.degree,telephone,jun,wed,161,no
30,blue-collar,married,high.school,telephone,jun,wed,301,no
50,admin.,married,high.school,telephone,jun,wed,276,no
55,retired,divorced,professional.course,telephone,jun,wed,182,no
50,self-employed,married,basic.9y,telephone,jun,wed,139,no
52,retired,married,basic.4y,telephone,jun,wed,87,no
36,blue-collar,single,basic.9y,telephone,jun,wed,377,no
29,admin.,single,high.school,telephone,jun,wed,211,no
36,blue-collar,married,basic.4y,telephone,jun,wed,357,no
26,admin.,married,high.school,telephone,jun,wed,119,no
25,admin.,married,high.school,telephone,jun,wed,264,no
45,self-employed,single,high.school,telephone,jun,wed,165,no
28,blue-collar,single,high.school,telephone,jun,wed,148,no
31,blue-collar,divorced,basic.9y,telephone,jun,wed,121,no
27,student,single,university.degree,telephone,jun,wed,235,no
32,services,married,high.school,telephone,jun,wed,90,no
57,blue-collar,married,basic.9y,telephone,jun,wed,367,no
27,blue-collar,single,basic.6y,telephone,jun,wed,444,no
39,blue-collar,married,basic.6y,telephone,jun,wed,141,no
50,technician,married,professional.course,telephone,jun,wed,31,no
29,admin.,single,high.school,telephone,jun,wed,283,no
31,blue-collar,single,basic.9y,telephone,jun,wed,767,yes
25,services,single,high.school,telephone,jun,wed,123,no
38,blue-collar,married,basic.6y,telephone,jun,wed,236,no
38,blue-collar,single,high.school,telephone,jun,wed,936,yes
49,housemaid,divorced,basic.6y,telephone,jun,wed,85,no
53,technician,married,professional.course,telephone,jun,wed,104,no
35,student,single,high.school,telephone,jun,wed,71,no
32,admin.,married,university.degree,telephone,jun,wed,525,yes
30,services,single,high.school,telephone,jun,wed,324,no
28,blue-collar,single,basic.9y,telephone,jun,wed,525,no
33,admin.,single,university.degree,telephone,jun,wed,238,no
33,unemployed,married,basic.9y,telephone,jun,wed,563,yes
25,admin.,single,high.school,telephone,jun,wed,217,no
25,student,single,high.school,telephone,jun,wed,433,no
32,housemaid,married,university.degree,telephone,jun,wed,52,no
25,admin.,married,university.degree,telephone,jun,wed,149,no
31,admin.,single,university.degree,telephone,jun,wed,357,no
42,admin.,divorced,university.degree,telephone,jun,wed,140,no
45,management,married,unknown,telephone,jun,wed,171,no
52,blue-collar,married,basic.4y,telephone,jun,wed,154,no
26,student,single,high.school,telephone,jun,wed,219,no
40,housemaid,divorced,high.school,telephone,jun,wed,1449,yes
29,admin.,single,university.degree,telephone,jun,wed,251,no
31,blue-collar,married,high.school,telephone,jun,wed,544,no
53,management,married,university.degree,telephone,jun,wed,232,no
36,blue-collar,married,basic.9y,telephone,jun,wed,920,yes
56,admin.,married,university.degree,telephone,jun,wed,79,no
48,blue-collar,married,basic.9y,telephone,jun,wed,103,no
32,services,married,high.school,telephone,jun,wed,833,no
27,technician,single,university.degree,telephone,jun,wed,97,no
26,admin.,single,high.school,telephone,jun,wed,205,no
31,admin.,married,high.school,telephone,jun,wed,360,no
35,blue-collar,married,high.school,telephone,jun,wed,344,no
56,housemaid,married,basic.4y,telephone,jun,wed,204,no
34,technician,divorced,basic.9y,telephone,jun,wed,156,no
39,admin.,single,high.school,telephone,jun,wed,213,no
31,admin.,married,university.degree,telephone,jun,wed,153,no
49,admin.,married,university.degree,telephone,jun,wed,29,no
42,services,married,basic.9y,telephone,jun,wed,15,no
41,blue-collar,married,basic.4y,telephone,jun,wed,38,no
37,blue-collar,married,basic.6y,telephone,jun,wed,654,no
51,blue-collar,married,basic.4y,telephone,jun,wed,1254,no
39,admin.,single,high.school,telephone,jun,wed,139,no
41,blue-collar,married,basic.4y,telephone,jun,wed,81,no
53,blue-collar,married,basic.4y,telephone,jun,wed,597,no
32,blue-collar,married,basic.4y,telephone,jun,wed,228,no
50,housemaid,divorced,high.school,telephone,jun,wed,763,no
25,unknown,single,university.degree,telephone,jun,wed,2203,yes
45,management,married,unknown,telephone,jun,wed,61,no
61,retired,married,high.school,telephone,jun,wed,99,no
51,unemployed,married,basic.4y,telephone,jun,wed,85,no
33,admin.,single,high.school,telephone,jun,wed,187,no
25,admin.,single,university.degree,telephone,jun,wed,188,no
23,blue-collar,married,basic.9y,telephone,jun,wed,298,no
35,admin.,married,high.school,telephone,jun,wed,113,no
29,unemployed,single,university.degree,telephone,jun,wed,201,no
42,blue-collar,married,basic.9y,telephone,jun,wed,264,no
32,admin.,single,high.school,telephone,jun,wed,23,no
37,unemployed,married,professional.course,telephone,jun,wed,42,no
38,admin.,married,high.school,telephone,jun,wed,180,no
41,entrepreneur,married,basic.4y,telephone,jun,wed,95,no
40,blue-collar,married,basic.4y,telephone,jun,wed,69,no
32,admin.,single,high.school,telephone,jun,wed,324,no
50,admin.,married,high.school,telephone,jun,wed,144,no
27,blue-collar,single,basic.9y,telephone,jun,wed,298,no
36,blue-collar,single,basic.9y,telephone,jun,wed,1224,no
45,services,married,basic.6y,telephone,jun,wed,173,no
35,technician,single,professional.course,telephone,jun,wed,134,no
30,services,single,high.school,telephone,jun,wed,245,no
36,admin.,married,basic.9y,telephone,jun,wed,121,no
26,blue-collar,married,basic.9y,telephone,jun,wed,49,no
26,admin.,married,high.school,telephone,jun,wed,606,no
32,blue-collar,married,basic.4y,telephone,jun,wed,489,no
29,admin.,single,high.school,telephone,jun,wed,184,no
26,self-employed,married,university.degree,telephone,jun,wed,106,no
46,blue-collar,married,basic.9y,telephone,jun,wed,91,no
39,technician,married,professional.course,telephone,jun,wed,249,no
46,blue-collar,married,basic.9y,telephone,jun,wed,92,no
27,unemployed,single,university.degree,telephone,jun,wed,404,no
32,admin.,married,university.degree,telephone,jun,wed,135,no
48,admin.,divorced,professional.course,telephone,jun,wed,37,no
42,blue-collar,married,basic.9y,telephone,jun,wed,141,no
32,technician,married,professional.course,telephone,jun,wed,117,no
23,services,single,high.school,telephone,jun,wed,174,no
35,unemployed,married,basic.9y,telephone,jun,wed,60,no
59,retired,married,basic.6y,telephone,jun,wed,235,no
27,blue-collar,married,basic.9y,telephone,jun,wed,285,no
53,admin.,divorced,university.degree,telephone,jun,wed,112,no
50,blue-collar,married,basic.4y,telephone,jun,wed,99,no
41,blue-collar,married,basic.4y,telephone,jun,wed,132,no
52,management,divorced,university.degree,telephone,jun,wed,208,no
36,entrepreneur,married,university.degree,telephone,jun,wed,135,no
27,services,single,high.school,telephone,jun,wed,179,no
38,admin.,single,university.degree,telephone,jun,wed,126,no
25,blue-collar,married,basic.9y,telephone,jun,wed,329,no
29,blue-collar,single,university.degree,telephone,jun,wed,126,no
51,blue-collar,married,basic.9y,telephone,jun,wed,119,no
29,services,married,high.school,telephone,jun,wed,209,no
45,admin.,single,high.school,telephone,jun,wed,192,no
56,admin.,single,basic.9y,telephone,jun,wed,341,no
47,blue-collar,married,unknown,telephone,jun,wed,17,no
28,blue-collar,married,basic.6y,telephone,jun,wed,167,no
39,blue-collar,married,basic.6y,telephone,jun,wed,52,no
53,management,married,basic.6y,telephone,jun,wed,152,no
28,admin.,married,high.school,telephone,jun,wed,84,no
45,blue-collar,married,high.school,telephone,jun,wed,341,no
36,blue-collar,married,basic.9y,telephone,jun,wed,244,no
36,blue-collar,married,basic.9y,telephone,jun,wed,423,no
47,blue-collar,married,basic.9y,telephone,jun,wed,65,no
40,admin.,divorced,basic.6y,telephone,jun,wed,170,no
31,blue-collar,single,basic.9y,telephone,jun,wed,87,no
36,technician,single,basic.9y,telephone,jun,wed,227,no
44,blue-collar,divorced,basic.4y,telephone,jun,wed,34,no
24,technician,single,high.school,telephone,jun,wed,169,no
45,entrepreneur,married,unknown,telephone,jun,wed,46,no
54,entrepreneur,married,university.degree,telephone,jun,wed,39,no
35,blue-collar,single,basic.4y,telephone,jun,wed,282,no
49,blue-collar,married,unknown,telephone,jun,wed,112,no
38,technician,married,university.degree,telephone,jun,wed,36,no
55,retired,divorced,professional.course,telephone,jun,wed,69,no
27,technician,married,professional.course,telephone,jun,wed,299,no
54,technician,married,professional.course,telephone,jun,wed,80,no
25,services,single,high.school,telephone,jun,wed,729,no
40,technician,married,professional.course,telephone,jun,wed,389,no
40,management,married,basic.6y,telephone,jun,wed,229,no
47,blue-collar,married,basic.4y,telephone,jun,wed,624,no
46,admin.,divorced,university.degree,telephone,jun,wed,165,no
46,blue-collar,married,high.school,telephone,jun,wed,216,no
52,technician,married,high.school,telephone,jun,wed,122,no
30,blue-collar,married,basic.6y,telephone,jun,wed,201,no
39,admin.,single,high.school,telephone,jun,wed,172,no
54,admin.,married,university.degree,telephone,jun,wed,79,no
36,technician,married,basic.9y,telephone,jun,wed,702,no
33,blue-collar,married,basic.4y,telephone,jun,wed,112,no
37,blue-collar,single,unknown,telephone,jun,wed,65,no
59,blue-collar,married,basic.9y,telephone,jun,wed,361,no
37,blue-collar,married,basic.4y,telephone,jun,wed,140,no
38,blue-collar,married,basic.6y,telephone,jun,wed,382,no
33,technician,divorced,professional.course,telephone,jun,wed,128,no
34,services,married,university.degree,telephone,jun,wed,175,no
38,technician,married,professional.course,telephone,jun,wed,147,no
42,blue-collar,married,basic.6y,telephone,jun,wed,292,no
27,blue-collar,married,basic.9y,telephone,jun,wed,235,no
22,services,single,high.school,telephone,jun,wed,156,no
26,services,married,high.school,telephone,jun,wed,570,no
51,technician,divorced,professional.course,telephone,jun,thu,399,no
51,admin.,married,high.school,telephone,jun,thu,222,no
40,unemployed,divorced,high.school,telephone,jun,thu,243,no
35,services,divorced,high.school,telephone,jun,thu,74,no
54,admin.,married,high.school,telephone,jun,thu,243,no
43,blue-collar,married,basic.9y,telephone,jun,thu,88,no
36,technician,married,professional.course,telephone,jun,thu,38,no
45,services,married,high.school,telephone,jun,thu,379,no
32,self-employed,married,university.degree,telephone,jun,thu,178,no
39,blue-collar,married,professional.course,telephone,jun,thu,27,no
36,admin.,divorced,high.school,telephone,jun,thu,80,no
44,entrepreneur,single,university.degree,telephone,jun,thu,75,no
37,blue-collar,married,professional.course,telephone,jun,thu,65,no
37,blue-collar,married,professional.course,telephone,jun,thu,168,no
36,blue-collar,married,unknown,telephone,jun,thu,179,no
46,self-employed,married,basic.9y,telephone,jun,thu,49,no
58,blue-collar,married,professional.course,telephone,jun,thu,25,no
34,management,married,university.degree,telephone,jun,thu,221,no
45,unknown,married,unknown,telephone,jun,thu,484,no
43,technician,married,professional.course,telephone,jun,thu,119,no
34,management,married,university.degree,telephone,jun,thu,773,no
45,blue-collar,married,basic.9y,telephone,jun,thu,135,no
23,services,single,professional.course,telephone,jun,thu,169,no
33,admin.,single,professional.course,telephone,jun,thu,104,no
45,self-employed,married,university.degree,telephone,jun,thu,870,no
26,self-employed,married,university.degree,telephone,jun,thu,400,no
52,blue-collar,married,basic.9y,telephone,jun,thu,112,no
34,admin.,married,university.degree,telephone,jun,thu,283,no
31,services,single,professional.course,telephone,jun,thu,56,no
31,services,single,professional.course,telephone,jun,thu,224,no
54,admin.,divorced,university.degree,telephone,jun,thu,172,no
35,blue-collar,married,basic.4y,telephone,jun,thu,636,no
53,technician,married,unknown,telephone,jun,thu,40,no
37,admin.,married,university.degree,telephone,jun,thu,63,no
34,services,married,high.school,telephone,jun,thu,396,no
49,admin.,divorced,university.degree,telephone,jun,thu,487,no
55,housemaid,divorced,university.degree,telephone,jun,thu,221,no
30,blue-collar,single,unknown,telephone,jun,thu,116,no
30,blue-collar,single,unknown,telephone,jun,thu,400,no
45,blue-collar,married,basic.6y,telephone,jun,thu,222,no
35,blue-collar,married,unknown,telephone,jun,thu,78,no
35,blue-collar,married,basic.9y,telephone,jun,thu,92,no
52,retired,married,high.school,telephone,jun,thu,48,no
35,blue-collar,married,basic.9y,telephone,jun,thu,97,no
58,blue-collar,married,basic.4y,telephone,jun,thu,69,no
48,admin.,single,university.degree,telephone,jun,thu,333,no
28,admin.,single,university.degree,telephone,jun,thu,78,no
24,admin.,single,high.school,telephone,jun,thu,131,no
32,blue-collar,married,basic.9y,telephone,jun,thu,155,no
40,housemaid,married,basic.4y,telephone,jun,thu,397,no
41,housemaid,married,high.school,telephone,jun,thu,41,no
46,admin.,married,university.degree,telephone,jun,thu,93,no
29,services,single,high.school,telephone,jun,thu,133,no
46,admin.,single,university.degree,telephone,jun,thu,57,no
36,technician,married,professional.course,telephone,jun,thu,21,no
32,admin.,married,university.degree,telephone,jun,thu,47,no
48,admin.,married,high.school,telephone,jun,thu,89,no
41,services,divorced,basic.9y,telephone,jun,thu,163,no
50,housemaid,married,unknown,telephone,jun,thu,86,no
41,blue-collar,married,basic.9y,telephone,jun,thu,142,no
28,technician,single,professional.course,telephone,jun,thu,492,no
41,blue-collar,married,basic.9y,telephone,jun,thu,327,no
30,technician,married,university.degree,telephone,jun,thu,189,no
42,blue-collar,married,basic.4y,telephone,jun,thu,812,yes
52,management,divorced,university.degree,telephone,jun,thu,73,no
46,admin.,married,high.school,telephone,jun,thu,428,no
41,technician,married,basic.6y,telephone,jun,thu,41,no
23,services,single,professional.course,telephone,jun,thu,202,no
28,unknown,single,unknown,telephone,jun,thu,169,no
33,self-employed,married,university.degree,telephone,jun,thu,271,no
45,blue-collar,married,basic.9y,telephone,jun,thu,232,no
38,services,married,high.school,telephone,jun,thu,305,no
44,management,married,university.degree,telephone,jun,thu,175,no
30,technician,single,professional.course,telephone,jun,thu,67,no
26,blue-collar,married,basic.9y,telephone,jun,thu,81,no
57,retired,single,professional.course,telephone,jun,thu,647,no
52,blue-collar,divorced,basic.4y,telephone,jun,thu,910,yes
